module,topic,relative_path,format,report_date,run_ids,summary,row_count,headers,top_level_keys
m8,paper_chain,artifacts/m8/paper_chain/m8_paper_chain_p1_t160_o146_f147_p153_s154.json,json,,154,"json keys: module, query, portfolio_id, runs, target, order, fill, position, snapshot, checks, overall_status, exported_at",,,module|query|portfolio_id|runs|target|order|fill|position|snapshot|checks|overall_status|exported_at
m8,paper_chain,artifacts/m8/paper_chain/m8_paper_chain_p1_t160_o146_f147_p153_s154.md,md,,154,# M8.2 Paper Chain Report | - portfolio_id: `1` | - target_run_id: `160` | - order_run_id: `146`,,,
m8,paper_chain,artifacts/m8/paper_chain/m8_paper_chain_p1_t160_o146_f147_p153_s154_fills.csv,csv,,,"csv rows: 28; headers: id, run_id, portfolio_id, order_id, instrument_id, fill_date, fill_price, fill_quantity",28,id|run_id|portfolio_id|order_id|instrument_id|fill_date|fill_price|fill_quantity|gross_amount|commission_amount|stamp_duty_amount|transfer_fee_amount|slippage_amount|total_fee_amount|net_amount|cash_delta|price_source|fill_rule|fill_status,
m8,paper_chain,artifacts/m8/paper_chain/m8_paper_chain_p1_t160_o146_f147_p153_s154_orders.csv,csv,,,"csv rows: 28; headers: id, run_id, portfolio_id, target_position_id, instrument_id, order_date, effective_date, order_side",28,id|run_id|portfolio_id|target_position_id|instrument_id|order_date|effective_date|order_side|order_type|price_fill_rule|target_quantity|order_quantity|estimated_price|estimated_gross_amount|estimated_fee|estimated_net_amount|status|reject_reason,
m8,paper_chain,artifacts/m8/paper_chain/m8_paper_chain_p1_t160_o146_f147_p153_s154_positions.csv,csv,,,"csv rows: 30; headers: id, run_id, portfolio_id, instrument_id, position_date, quantity, available_quantity, frozen_quantity",30,id|run_id|portfolio_id|instrument_id|position_date|quantity|available_quantity|frozen_quantity|avg_cost|cost_amount|market_price|market_value|unrealized_pnl|realized_pnl|total_pnl|position_status,
m8,paper_chain,artifacts/m8/paper_chain/m8_paper_chain_p1_t160_o146_f147_p153_s154_snapshots.csv,csv,,,"csv rows: 1; headers: id, run_id, portfolio_id, snapshot_date, cash_balance, market_value, total_equity, gross_exposure",1,id|run_id|portfolio_id|snapshot_date|cash_balance|market_value|total_equity|gross_exposure|net_exposure|holding_count|daily_pnl|cumulative_pnl|daily_return|cumulative_return|turnover_amount|turnover_rate,
m8,paper_chain,artifacts/m8/paper_chain/m8_paper_chain_p1_t160_o146_f147_p153_s154_targets.csv,csv,,,"csv rows: 30; headers: id, run_id, portfolio_id, as_of_date, effective_date, instrument_id, target_side, target_weight",30,id|run_id|portfolio_id|as_of_date|effective_date|instrument_id|target_side|target_weight|target_amount|target_quantity|rank_no|score|reason_code|target_source|construction_mode|status|status_reason,
m8,portfolio_snapshot,artifacts/m8/portfolio_snapshot/m8_portfolio_snapshot_p1_r154_2026-04-23.csv,csv,2026-04-23,,"csv rows: 1; headers: id, run_id, portfolio_id, snapshot_date, cash_balance, market_value, total_equity, gross_exposure",1,id|run_id|portfolio_id|snapshot_date|cash_balance|market_value|total_equity|gross_exposure|net_exposure|holding_count|daily_pnl|cumulative_pnl|daily_return|cumulative_return|turnover_amount|turnover_rate|created_at|updated_at,
m8,portfolio_snapshot,artifacts/m8/portfolio_snapshot/m8_portfolio_snapshot_p1_r154_2026-04-23.json,json,2026-04-23,,"json keys: module, query, portfolio_id, snapshot_run_id, snapshot_date, snapshot, checks, overall_status, exported_at",,,module|query|portfolio_id|snapshot_run_id|snapshot_date|snapshot|checks|overall_status|exported_at
m8,portfolio_snapshot,artifacts/m8/portfolio_snapshot/m8_portfolio_snapshot_p1_r154_2026-04-23.md,md,2026-04-23,,# M8.2 Portfolio Snapshot Report | - portfolio_id: `1` | - snapshot_run_id: `154` | - snapshot_date: `2026-04-23`,,,
m8,risk,artifacts/m8/risk/m8_risk_report_p1_src155_adj215.json,json,,215,"json keys: module, query, portfolio_id, profile_code, source_target_run_id, adjusted_target_run_id, risk_run_id, summary, reason_summary, decisions_preview, decisions, limit",,,module|query|portfolio_id|profile_code|source_target_run_id|adjusted_target_run_id|risk_run_id|summary|reason_summary|decisions_preview|decisions|limit
m8,risk,artifacts/m8/risk/m8_risk_report_p1_src155_adj215.md,md,,215,# M8.1 Risk Report | - portfolio_id: `1` | - risk_run_id: `214` | - source_target_run_id: `155`,,,
m8,risk,artifacts/m8/risk/m8_risk_report_p1_src155_adj215_decisions.csv,csv,,,"csv rows: 180; headers: id, run_id, portfolio_id, source_target_run_id, adjusted_target_run_id, profile_code, rule_code, instrument_id",180,id|run_id|portfolio_id|source_target_run_id|adjusted_target_run_id|profile_code|rule_code|instrument_id|decision_date|decision_type|reason_code|action_taken|before_target_weight|after_target_weight|before_target_quantity|after_target_quantity|before_target_amount|after_target_amount|message,
m8,risk,artifacts/m8/risk/m8_risk_report_p1_src160_adj166.json,json,,166,"json keys: module, query, portfolio_id, source_target_run_id, adjusted_target_run_id, risk_run_id, summary, reason_summary, decisions_preview, limit, checks, overall_status",,,module|query|portfolio_id|source_target_run_id|adjusted_target_run_id|risk_run_id|summary|reason_summary|decisions_preview|limit|checks|overall_status
m8,risk,artifacts/m8/risk/m8_risk_report_p1_src160_adj166.md,md,,166,# M8.1 Risk Report | - portfolio_id: `1` | - risk_run_id: `167` | - source_target_run_id: `160`,,,
m8,risk,artifacts/m8/risk/m8_risk_report_p1_src160_adj166_decisions.csv,csv,,,"csv rows: 90; headers: id, run_id, portfolio_id, source_target_run_id, adjusted_target_run_id, profile_code, rule_code, instrument_id",90,id|run_id|portfolio_id|source_target_run_id|adjusted_target_run_id|profile_code|rule_code|instrument_id|decision_date|decision_type|reason_code|action_taken|before_target_weight|after_target_weight|before_target_quantity|after_target_quantity|before_target_amount|after_target_amount|message,
m8,run_summary,artifacts/m8/run_summary/m8_run_summary_r167.json,json,,167,"json keys: module, query, run_id, run, steps, metrics, series_preview, artifacts, checks, overall_status, exported_at",,,module|query|run_id|run|steps|metrics|series_preview|artifacts|checks|overall_status|exported_at
m8,run_summary,artifacts/m8/run_summary/m8_run_summary_r167.md,md,,167,# M8.2 Run Summary Report | - run_id: `167` | - run_type: `RISK3` | - run_name: `M7 Risk3 Apply Overlay`,,,
m8,run_summary,artifacts/m8/run_summary/m8_run_summary_r167_artifacts.csv,csv,,,csv empty,,,
m8,run_summary,artifacts/m8/run_summary/m8_run_summary_r167_metrics.csv,csv,,,csv empty,,,
m8,scheduler,artifacts/m8/scheduler/stock_quant_v2_m8_daily_ops_README.md,md,,,# M8.5 Windows Task Scheduler Template | Task name: | stock_quant_v2_m8_daily_ops | Schedule time:,,,
m8,scheduler_registration,artifacts/m8/scheduler_registration/m8_scheduler_registration_pack_p1_2026-04-23.json,json,2026-04-23,,"json keys: module, query, portfolio_id, profile_code, exported_at, registration_check, enhanced_final_check",,,module|query|portfolio_id|profile_code|exported_at|registration_check|enhanced_final_check
m8,scheduler_registration,artifacts/m8/scheduler_registration/m8_scheduler_registration_pack_p1_2026-04-23.md,md,2026-04-23,,# M8.12 Scheduler Registration Pack | - portfolio_id: `1` | - profile_code: `None` | - exported_at: `2026-04-23T15:46:34.592974`,,,
m8,scheduler_registration,artifacts/m8/scheduler_registration/m8_scheduler_registration_pack_p1_2026-04-23_checklist.csv,csv,2026-04-23,,"csv rows: 16; headers: section, check_code, passed",16,section|check_code|passed,
m8,scheduler_registration,artifacts/m8/scheduler_registration/m8_scheduler_registration_pack_p1_2026-04-23_commands.csv,csv,2026-04-23,,"csv rows: 5; headers: step_no, title, command, required",5,step_no|title|command|required,
m9,platform_overview,artifacts/m9/platform_overview/m9_platform_overview_p1_2026-04-23.json,json,2026-04-23,,"json keys: generated_at, report_date, scope, sections, action_items, sources, extra",,,generated_at|report_date|scope|sections|action_items|sources|extra
m9,platform_overview,artifacts/m9/platform_overview/m9_platform_overview_p1_2026-04-23.md,md,2026-04-23,,# M9.1.1 Platform Overview Narrator | - Report Date: 2026-04-23 | - Generated At: 2026-04-24T05:17:03.136790+00:00 | - Scope: M9.1.1 Platform Overview Narrator P1,,,
m9,platform_overview,artifacts/m9/platform_overview/m9_platform_overview_p1_2026-04-23_action_items.csv,csv,2026-04-23,,"csv rows: 4; headers: priority, area, action, reason, related_run_ids, related_sources",4,priority|area|action|reason|related_run_ids|related_sources,
m9,platform_overview,artifacts/m9/platform_overview/m9_platform_overview_p1_2026-04-23_sections.csv,csv,2026-04-23,,"csv rows: 15; headers: section_id, title, status, latest_date, latest_run_ids, summary, risks, next_checks",15,section_id|title|status|latest_date|latest_run_ids|summary|risks|next_checks,
m9,platform_overview,artifacts/m9/platform_overview/m9_platform_overview_p1_2026-04-23_sources.csv,csv,2026-04-23,,"csv rows: 161; headers: module, topic, relative_path, format, report_date, run_ids, summary, row_count",161,module|topic|relative_path|format|report_date|run_ids|summary|row_count|headers|top_level_keys,
m9,platform_overview,artifacts/m9/platform_overview/m9_platform_overview_p1_2026-04-24.json,json,2026-04-24,,"json keys: generated_at, report_date, scope, sections, action_items, sources, extra",,,generated_at|report_date|scope|sections|action_items|sources|extra
m9,platform_overview,artifacts/m9/platform_overview/m9_platform_overview_p1_2026-04-24.md,md,2026-04-24,,# M9.1.1 Platform Overview Narrator | - Report Date: 2026-04-24 | - Generated At: 2026-04-24T05:33:14.406231+00:00 | - Scope: M9.1.1 Platform Overview Narrator P1,,,
m9,platform_overview,artifacts/m9/platform_overview/m9_platform_overview_p1_2026-04-24_action_items.csv,csv,2026-04-24,,"csv rows: 3; headers: priority, area, action, reason, related_run_ids, related_sources",3,priority|area|action|reason|related_run_ids|related_sources,
m9,platform_overview,artifacts/m9/platform_overview/m9_platform_overview_p1_2026-04-24_sections.csv,csv,2026-04-24,,"csv rows: 15; headers: section_id, title, status, latest_date, latest_run_ids, summary, risks, next_checks",15,section_id|title|status|latest_date|latest_run_ids|summary|risks|next_checks,
m9,platform_overview,artifacts/m9/platform_overview/m9_platform_overview_p1_2026-04-24_sources.csv,csv,2026-04-24,,"csv rows: 169; headers: module, topic, relative_path, format, report_date, run_ids, summary, row_count",169,module|topic|relative_path|format|report_date|run_ids|summary|row_count|headers|top_level_keys,
m9,platform_overview_check,artifacts/m9/platform_overview_check/m9_platform_overview_history_check_p1_2026-04-23.json,json,2026-04-23,,requested_report_date=2026-04-23。 latest_available_date=2026-04-23。 complete_dates_count=1。 尚未识别到可用于 day-over-day comparison 的 previous_complete_date。 当前历史产物保留仍不足以稳定支持 day-over-day comparison，至少需要 2 个完整报告日。,,,generated_at|requested_report_date|status|latest_available_date|previous_complete_date|minimum_required_complete_days|available_dates|complete_dates|inventories|risks|next_steps|summary
m9,platform_overview_check,artifacts/m9/platform_overview_check/m9_platform_overview_history_check_p1_2026-04-23.md,md,2026-04-23,,# M9.1.1 Platform Overview History Check | - Requested Report Date: 2026-04-23 | - Generated At: 2026-04-24T05:17:03.147283+00:00 | - Status: WARN,,,
m9,platform_overview_check,artifacts/m9/platform_overview_check/m9_platform_overview_history_check_p1_2026-04-23_inventory.csv,csv,2026-04-23,,"csv rows: 1; headers: report_date, is_complete, present_keys, missing_keys, markdown, json, sections_csv, action_items_csv",1,report_date|is_complete|present_keys|missing_keys|markdown|json|sections_csv|action_items_csv|sources_csv,
m9,platform_overview_check,artifacts/m9/platform_overview_check/m9_platform_overview_history_check_p1_2026-04-24.json,json,2026-04-24,,requested_report_date=2026-04-24。 latest_available_date=2026-04-24。 complete_dates_count=2。 previous_complete_date=2026-04-23。 当前历史产物保留要求已满足。,,,generated_at|requested_report_date|status|latest_available_date|previous_complete_date|minimum_required_complete_days|available_dates|complete_dates|inventories|risks|next_steps|summary
m9,platform_overview_check,artifacts/m9/platform_overview_check/m9_platform_overview_history_check_p1_2026-04-24.md,md,2026-04-24,,# M9.1.1 Platform Overview History Check | - Requested Report Date: 2026-04-24 | - Generated At: 2026-04-24T05:33:16.309242+00:00 | - Status: PASS,,,
m9,platform_overview_check,artifacts/m9/platform_overview_check/m9_platform_overview_history_check_p1_2026-04-24_inventory.csv,csv,2026-04-24,,"csv rows: 2; headers: report_date, is_complete, present_keys, missing_keys, markdown, json, sections_csv, action_items_csv",2,report_date|is_complete|present_keys|missing_keys|markdown|json|sections_csv|action_items_csv|sources_csv,
docs_m3,m3_docs,docs/modules/m3/01_scope.md,md,,,text file with no non-empty lines,,,
docs_m3,m3_docs,docs/modules/m3/02_decisions.md,md,,,text file with no non-empty lines,,,
docs_m3,m3_docs,docs/modules/m3/03_schema.md,md,,,text file with no non-empty lines,,,
docs_m3,m3_docs,docs/modules/m3/04_flow.md,md,,,text file with no non-empty lines,,,
docs_m3,m3_docs,docs/modules/m3/05_api_or_contract.md,md,,,text file with no non-empty lines,,,
docs_m3,m3_docs,docs/modules/m3/06_acceptance.md,md,,,text file with no non-empty lines,,,
docs_m3,m3_docs,docs/modules/m3/07_next_chat_brief.md,md,,,text file with no non-empty lines,,,
docs_m3,m3_docs,docs/modules/m3/08_open_items.md,md,,,text file with no non-empty lines,,,
docs_m4,m4_docs,docs/modules/m4/01_scope.md,md,,,text file with no non-empty lines,,,
docs_m4,m4_docs,docs/modules/m4/02_decisions.md,md,,,# M4 ｜ 02_decisions | ## 本阶段决策目标 | M4 的任务不是立刻做完所有策略域，而是先把策略从“脚本”提升为“平台对象”，并用一条最小规则策略主链验证： | - strategy_definition,,,
docs_m4,m4_docs,docs/modules/m4/03_schema.md,md,,,# M4 ｜ 03_schema | ## 本模块目标 | M4 的核心职责，是把策略从“散落脚本”提升为平台级对象，并统一： | - 策略定义,,,
docs_m4,m4_docs,docs/modules/m4/04_flow.md,md,,,text file with no non-empty lines,,,
docs_m4,m4_docs,docs/modules/m4/05_api_or_contract.md,md,,,"--- | # 2) `docs/modules/m4/05_api_or_contract.md` | ```markdown id=""9w5v2y"" | # M4 ｜ 05_api_or_contract",,,
docs_m4,m4_docs,docs/modules/m4/06_acceptance.md,md,,,# M4 ｜ 06_acceptance | ## 本阶段验收目标 | M4 第一轮目标不是完成全部策略域，而是确认以下最小主链已经可运行、可落库、可复用： | 1. `strategy_definition` 已落地。,,,
docs_m4,m4_docs,docs/modules/m4/07_next_chat_brief.md,md,,,# M4 ｜ 07_next_chat_brief | 项目名称：stock_quant_v2 | 当前阶段：M4 策略域 | 当前状态：,,,
docs_m4,m4_docs,docs/modules/m4/08_open_items.md,md,,,"--- | # 3) `docs/modules/m4/08_open_items.md` | ```markdown id=""esq45j"" | # M4 ｜ 08_open_items",,,
docs_m5,m5_docs,docs/modules/m5/01_scope.md,md,,,# M5｜Research & Evaluation Domain｜Scope | ## 1. 阶段定位 | M5 是 stock_quant_v2 的研究与评估域，承接 M4 产出的 `strategy_signal`，向后为真实回测、walk-forward、参数搜索、报告导出、M6 paper trading 提供统一研究入口。 | M5 的核心原则是：,,,
docs_m5,m5_docs,docs/modules/m5/02_decisions.md,md,,,--- | # 2. `docs/modules/m5/02_decisions.md` | ```markdown | # M5｜Decision Log,,,
docs_m5,m5_docs,docs/modules/m5/03_schema.md,md,,,--- | # 3. `docs/modules/m5/03_schema.md` | ```markdown | # M5｜Schema,,,
docs_m5,m5_docs,docs/modules/m5/04_flow.md,md,,,--- | # 4. `docs/modules/m5/04_flow.md` | ```markdown | # M5｜Flow,,,
docs_m5,m5_docs,docs/modules/m5/05_api_or_contract.md,md,,,--- | # 5. `docs/modules/m5/05_api_or_contract.md` | ```markdown | # M5｜API / Contract,,,
docs_m5,m5_docs,docs/modules/m5/06_acceptance.md,md,,,--- | # 6. `docs/modules/m5/06_acceptance.md` | ```markdown | # M5｜Acceptance,,,
